ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
above head;SLO1;G;1;0;dribble or cut;4.42;1.39
above head;SLO1;G;0;1;no;13.79;7.42
above head;SLO1;G;0;1;no;24.07;7.36
layup;SLO1;G;0;0;drive;73.83;0.73
layup;SLO1;G;1;0;dribble or cut;35.54;0.65
above head;SLO1;G;0;1;no;46.74;7.21
above head;SLO1;G;0;1;no;34.88;7.4
above head;SLO1;G;0;1;no;38.25;7.18
above head;SLO1;G;0;1;no;68.51;7.31
above head;SLO1;G;0;1;no;34.32;7.22
above head;SLO1;G;0;1;no;18.25;7.36
above head;SLO1;G;0;1;no;23.19;7.48
above head;SLO1;G;0;1;no;25.34;5.88
tip-in;SLO1;G;0;1;no;59.17;0.5
layup;SLO1;G;0;0;drive;63.64;2.15
other;SLO1;G;0;0;no;28.27;1.7
above head;SLO1;G;0;1;no;88.79;7.02
above head;SLO1;G;1;1;no;63.96;1.07
above head;SLO1;G;0;1;no;1.25;7.37
layup;SLO1;G;0;0;drive;45.21;1.51
hook shot;SLO1;G;0;0;no;26.81;0.95
tip-in;SLO1;G;1;1;no;41.89;1.28
layup;SLO1;G;0;0;dribble or cut;66.81;2.56
layup;SLO1;G;0;0;drive;43.93;1.78
above head;SLO1;G;0;0;no;49.49;1.06
above head;SLO1;G;0;1;no;65.72;7.17
hook shot;SLO1;G;0;1;no;47.04;1.24
above head;SLO1;G;0;0;no;56.54;1.73
above head;SLO1;G;0;1;no;68.35;7.26
hook shot;SLO1;G;0;1;no;9.04;2.39
above head;SLO1;G;0;1;no;32.11;7.36
above head;SLO1;G;1;1;no;87.91;7.02
above head;SLO1;G;0;1;no;8.92;5.87
above head;SLO1;G;0;1;no;31.8;7.52
layup;SLO1;G;1;0;dribble or cut;14.11;1.32
above head;SLO1;G;0;1;no;88.78;6.97
above head;SLO1;G;0;1;no;81.25;6.99
hook shot;SLO1;G;0;1;no;23.2;2.86
layup;SLO1;G;0;1;no;68.68;3.22
above head;SLO1;G;0;1;no;88.78;6.97
hook shot;SLO1;G;0;0;no;0;2.36
above head;SLO1;G;0;1;no;0;7.31
layup;SLO1;G;0;0;drive;74.07;3.29
layup;SLO1;G;1;1;no;57.08;1.66
layup;SLO1;G;1;0;dribble or cut;58.73;2.26
above head;SLO1;G;0;1;no;37.03;7.74
above head;SLO1;G;0;1;no;5.87;5.24
above head;SLO1;G;0;1;no;8.11;5.7
above head;SLO1;G;0;1;no;39.72;8.38
above head;SLO1;G;0;0;dribble or cut;48.46;1.36
above head;SLO1;G;0;1;no;28.57;7.28
above head;SLO1;G;0;1;no;47.61;5.73
hook shot;SLO1;F;0;1;no;6.43;3.35
above head;SLO1;G;0;1;no;62.64;7.12
other;SLO1;G;0;0;drive;75.37;1.44
other;SLO1;G;0;1;no;50.46;6.32
layup;SLO1;F;1;1;no;78.68;2.95
other;SLO1;C;1;0;no;58.98;1.75
layup;SLO1;F;0;1;no;30.27;1.17
other;SLO1;G;0;1;no;16.09;2.9
above head;SLO1;G;0;1;no;56.99;7.09
above head;SLO1;G;0;1;no;40.26;0.83
other;SLO1;G;0;0;no;0.37;8.33
hook shot;SLO1;G;0;0;no;41.49;2.43
dunk;SLO1;C;0;1;no;48.09;1.51
hook shot;SLO1;G;0;1;no;27.11;2.59
tip-in;SLO1;C;0;1;no;34.11;0.76
layup;SLO1;C;0;1;no;14.4;0.43
layup;SLO1;C;0;1;no;30.27;1.17
above head;SLO1;G;0;1;no;56.92;3.13
above head;SLO1;F;0;1;no;84.11;5.12
above head;SLO1;G;0;1;no;1.09;5.64
above head;SLO1;C;0;1;no;65.03;2.01
above head;SLO1;F;0;1;no;56.03;7.3
above head;SLO1;F;0;1;no;33.06;7.76
other;SLO1;F;0;0;no;16.42;0.38
other;SLO1;F;1;0;dribble or cut;54.78;1.38
above head;SLO1;F;0;1;no;34.63;5.94
layup;SLO1;F;1;0;dribble or cut;47.17;2.12
above head;SLO1;F;0;1;no;46.4;7.4
layup;SLO1;F;0;0;dribble or cut;52.99;0.34
other;SLO1;F;0;0;no;0;7.26
other;SLO1;F;1;0;no;78.78;1.04
above head;SLO1;F;0;1;no;53.4;7.47
above head;SLO1;F;0;1;no;0.41;7.42
above head;SLO1;F;0;1;no;64.53;3.98
hook shot;SLO1;F;0;1;no;64.04;0.95
above head;SLO1;F;0;0;no;54.55;1.18
layup;SLO1;F;1;0;dribble or cut;10.37;1.19
above head;SLO1;F;0;1;no;43.17;7.44
above head;SLO1;F;0;1;no;2.94;7.32
above head;SLO1;F;0;1;no;48.67;7.56
above head;SLO1;F;0;1;no;37.39;7.23
above head;SLO1;F;0;1;no;52.32;7.38
above head;SLO1;F;0;1;no;36.79;7.25
layup;SLO1;G;0;0;dribble or cut;24.74;1.41
layup;SLO1;G;0;1;no;11.83;0.26
above head;SLO1;G;1;1;no;57.49;4.38
above head;SLO1;G;0;1;no;54.09;5.03
above head;SLO1;G;0;1;no;53.94;5.83
above head;SLO1;F;0;1;no;87.24;6.44
above head;SLO1;F;0;1;no;49.12;0.64
dunk;SLO1;F;0;1;no;2.88;1.06
above head;SLO1;F;0;1;no;37.57;2.02
above head;SLO1;F;0;1;no;78.14;3.34
layup;SLO1;F;0;1;no;5.48;1.12
above head;SLO1;F;0;1;no;44.93;7.28
above head;SLO1;F;0;1;no;87.9;6.97
hook shot;SLO1;F;0;1;no;1.92;1.6
above head;SLO1;F;0;1;no;50.76;0.83
hook shot;SLO1;F;0;1;no;42.78;0.79
above head;SLO1;F;0;1;no;1.22;7.53
above head;SLO1;F;0;1;no;1.12;5.48
above head;SLO1;F;0;1;no;3.36;7.32
above head;SLO1;F;0;1;no;46.07;0.45
hook shot;SLO1;F;0;1;no;10.49;0.59
hook shot;SLO1;F;0;1;no;0;1.01
above head;SLO1;F;0;1;no;41.42;7.45
layup;SLO1;F;0;1;no;49.7;0.56
above head;SLO1;F;0;1;no;14.44;5.16
above head;SLO1;F;0;1;no;64.19;7.14
hook shot;SLO1;F;0;1;no;9.92;1.24
above head;SLO1;F;0;1;no;50.76;0.83
above head;SLO1;G;0;1;no;19.85;7.26
above head;SLO1;G;0;1;no;26.77;5.35
above head;SLO1;G;0;1;no;85.62;6.88
above head;SLO1;G;0;1;no;44.11;5.16
above head;SLO1;G;0;1;no;59.74;7.13
above head;SLO1;G;0;1;no;22.36;7.32
above head;SLO1;C;0;1;no;81.8;4.44
above head;SLO1;C;0;1;no;73.72;2.06
above head;SLO1;C;0;1;no;64.98;1.24
above head;SLO1;C;0;1;no;42.97;0.86
tip-in;SLO1;C;0;1;no;64.14;0.83
above head;SLO1;C;0;1;no;1.28;4.78
above head;SLO1;C;0;0;no;0;2.09
dunk;SLO1;C;0;1;no;2.4;1.28
above head;SLO1;C;0;1;no;33.78;1.93
hook shot;SLO1;C;0;1;no;4.25;1.44
layup;SLO1;C;0;1;no;50.54;2.01
layup;SLO1;C;0;0;drive;49.74;1.9
above head;SLO1;C;0;0;no;40.23;2.24
layup;SLO1;C;0;1;no;36.39;0.45
above head;SLO1;C;0;1;no;74.04;5.24
hook shot;SLO1;C;0;1;no;14.86;1.04
tip-in;SLO1;C;0;1;no;35.48;1.11
above head;SLO1;C;0;1;no;64.58;2.73
hook shot;SLO1;C;0;1;no;55.01;0.92
hook shot;SLO1;C;1;1;no;7.32;0.42
above head;SLO1;C;0;1;no;69.41;6.24
layup;SLO1;C;0;0;dribble or cut;10.1;0.92
above head;SLO1;C;0;1;no;2.6;2.36
above head;SLO1;C;0;1;no;14.56;6.61
above head;SLO1;C;0;1;no;80.68;3.91
hook shot;SLO1;C;0;1;no;0;2.46
layup;SLO1;C;0;1;no;45.51;0.83
dunk;SLO1;F;0;1;no;21.31;0.74
above head;SLO1;F;0;0;no;24.87;1.53
above head;SLO1;F;0;1;no;88.35;7.02
layup;SLO1;F;1;0;dribble or cut;46.7;1.47
above head;SLO1;F;0;1;no;55.2;7.24
above head;SLO1;F;0;1;no;84.51;5.49
layup;SLO1;F;0;0;dribble or cut;6.49;0.47
other;SLO1;F;0;0;drive;11.36;1.36
dunk;SLO1;F;0;1;no;43.46;1.17
above head;SLO1;F;0;1;no;59.25;6.61
above head;SLO1;F;0;1;no;47.05;7.17
other;SLO1;F;0;0;drive;55.7;2.27
above head;SLO1;F;0;1;no;35.51;7.19
hook shot;SLO1;F;0;1;no;36.2;1.45
hook shot;SLO1;F;0;1;no;53.45;1.33
layup;SLO1;F;0;0;dribble or cut;35.08;1.96
hook shot;SLO1;F;0;1;no;19.89;0.16
other;SLO1;F;1;0;dribble or cut;10.86;1.14
above head;SLO1;F;0;1;no;0.64;4.83
layup;SLO1;F;0;1;no;14.07;1.76
other;SLO1;G;0;1;no;36.88;7.32
above head;SLO1;G;0;1;no;72.69;7.01
layup;SLO1;G;0;0;dribble or cut;1.17;2.63
above head;SLO1;G;0;1;no;59.82;7.68
hook shot;SLO1;G;0;1;no;74.55;0.56
above head;SLO1;G;0;1;no;54.49;3.69
above head;SLO1;G;0;0;no;64.58;2.73
above head;SLO1;G;0;1;no;26.88;7.23
above head;SLO1;G;0;1;no;41.31;2.92
above head;SLO1;G;0;1;no;83.79;4.85
other;SLO1;G;0;1;no;53.16;7.16
above head;SLO1;G;0;1;no;35.16;7.16
above head;SLO1;G;0;1;no;55.91;7.18
above head;SLO1;G;0;1;no;84.81;6.99
other;SLO1;G;0;0;dribble or cut;59.84;2.97
layup;SLO1;G;0;0;drive;68.21;1.27
layup;SLO1;G;1;1;no;56.65;1.35
above head;SLO1;G;0;1;no;8.88;7.29
other;SLO1;G;0;1;no;61.5;7.19
layup;SLO1;G;0;0;dribble or cut;29.62;2.71
above head;SLO1;G;0;1;no;77.23;3.35
layup;SLO1;G;0;0;dribble or cut;0;0.04
above head;SLO1;G;0;1;no;25.05;4.68
other;SLO1;G;0;1;no;1.69;7.26
above head;SLO1;G;0;1;no;50.74;7.13
above head;SLO1;G;0;1;no;67.33;4.3
layup;SLO1;G;0;0;drive;61.43;2.56
above head;SLO1;G;0;1;no;89.67;6.91
above head;SLO1;G;0;1;no;18.83;4.48
layup;SLO1;G;0;0;dribble or cut;43.8;1.55
above head;SLO1;F;0;1;no;72.41;7.08
hook shot;SLO1;F;0;1;no;38.52;1.29
layup;SLO1;F;0;0;drive;74.55;0.56
above head;SLO1;F;0;1;no;12.67;7.33
above head;SLO1;F;0;1;no;35.86;7.23
layup;SLO1;F;0;1;no;74.13;2.12
above head;SLO1;F;0;1;no;32.2;7.24
above head;SLO1;F;0;1;no;73.61;7.2
above head;SLO1;F;0;1;no;65.03;4.43
above head;SLO1;F;0;0;no;63.59;2.51
other;SLO1;F;0;1;no;59.62;1.68
hook shot;SLO1;F;0;1;no;41.89;1.28
above head;SLO1;F;0;1;no;49.52;7.11
hook shot;SLO1;F;0;1;no;2.3;1.33
hook shot;SLO1;F;0;1;no;55.35;0.26
above head;SLO1;F;0;1;no;1.27;7.26
hook shot;SLO1;F;0;1;no;73.66;1.67
hook shot;SLO1;F;0;1;no;73.32;1.45
other;SLO1;F;0;1;no;3.8;7.27
above head;SLO1;F;0;1;no;65.66;0.88
above head;SLO1;F;0;1;no;1.59;1.93
above head;SLO1;F;0;1;no;42.64;6.64
layup;SLO1;F;0;1;no;47.34;0.22
above head;SLO1;F;0;1;no;88.35;7.02
above head;SLO1;F;0;1;no;0.82;3.76
above head;SLO1;F;0;1;no;0.42;7.26
hook shot;SLO1;F;0;1;no;41.94;0.56
layup;SLO1;F;0;0;drive;49.65;1.48
above head;SLO1;F;0;1;no;85.66;6.93
above head;SLO1;F;0;1;no;84;6.57
hook shot;SLO1;F;0;1;no;35.89;0.91
above head;SLO1;F;0;1;no;65.16;1.12
layup;SLO1;F;0;0;dribble or cut;81.12;2.01
above head;SLO1;F;1;1;no;21.04;7.31
hook shot;SLO1;F;1;1;no;12.81;0.48
above head;SLO1;F;0;1;no;0.84;7.31
layup;SLO1;F;1;0;dribble or cut;53.92;1.99
hook shot;SLO1;F;1;1;no;66.92;1.34
hook shot;SLO1;F;0;1;no;24.71;2.18
above head;SLO1;F;0;1;no;30.82;7.32
above head;SLO1;F;0;1;no;52.99;0.6
above head;SLO1;F;0;1;no;16.36;7.23
above head;SLO1;F;1;0;dribble or cut;0;0.85
above head;SLO1;F;0;1;no;68.38;6.68
layup;SLO1;F;1;0;dribble or cut;51.78;1.02
above head;SLO1;F;0;1;no;88.34;6.97
tip-in;SLO1;F;1;1;no;60.87;1.41
layup;SLO1;F;0;1;no;10.99;1.69
above head;SLO1;F;0;1;no;78.31;7.11
above head;SLO1;F;0;1;no;70.35;7.17
above head;SLO1;F;0;1;no;18.25;7.36
above head;SLO1;G;0;1;no;18.25;7.36
above head;SLO1;F;0;1;no;1.65;7.42
above head;SLO1;G;0;1;no;1.65;7.42
above head;SLO1;F;0;1;no;32.45;5.79
above head;SLO1;G;0;1;no;32.45;5.79
other;SLO1;F;0;1;no;8.38;1.84
other;SLO1;G;0;1;no;8.38;1.84
above head;SLO1;F;0;1;no;60.92;3.74
above head;SLO1;G;0;1;no;60.92;3.74
above head;SLO1;F;0;1;no;39.18;7.21
above head;SLO1;G;0;1;no;39.18;7.21
above head;SLO1;F;0;1;no;11.98;1.03
other;SLO1;F;0;0;no;50.52;1.25
above head;SLO1;F;1;1;no;27.95;4.8
above head;SLO1;F;0;1;no;61.04;4.53
layup;SLO1;F;0;1;no;30.66;0.74
above head;SLO1;F;0;1;no;71.03;7.08
above head;SLO1;F;0;1;no;76.21;7.17
hook shot;SLO1;F;0;1;no;2.3;1.33
layup;SLO1;F;0;0;drive;49.18;1.13
layup;SLO1;F;1;1;no;24.46;0.52
above head;SLO1;F;0;1;no;77.73;4.5
above head;SLO1;F;0;1;no;26.77;1.07
above head;SLO1;F;0;1;no;72.03;4.84
above head;SLO1;F;0;1;no;17.47;7.49
above head;SLO1;F;0;1;no;78.08;4.11
above head;SLO1;F;0;1;no;0.42;7.36
above head;SLO1;F;0;1;no;82.03;6.11
hook shot;SLO1;G;0;1;no;57.29;0.57
above head;SLO1;C;0;1;no;4.4;2.79
above head;SLO1;C;0;1;no;55.01;0.92
above head;SLO1;C;0;1;no;0.8;7.63
above head;SLO1;C;0;1;no;3.73;2.47
above head;SLO1;C;0;1;no;0.84;7.31
above head;SLO1;C;0;1;no;86.93;4.77
above head;SLO1;C;0;1;no;82.46;4
hook shot;SLO1;C;0;1;no;51.31;1.1
above head;SLO1;C;0;1;no;64.14;0.83
hook shot;SLO1;C;0;1;no;1.64;1.87
above head;SLO1;C;0;1;no;83.48;4.15
hook shot;SLO1;C;0;1;no;0;1.76
layup;SLO1;C;0;1;no;52.57;1.48
above head;SLO1;C;0;1;no;41.17;8.71
above head;SLO1;C;0;1;no;24.41;7.26
above head;SLO1;C;0;1;no;52.9;7.12
above head;SLO1;G;0;1;no;0.54;5.64
layup;SLO1;G;0;0;dribble or cut;1.06;2.89
above head;SLO1;G;0;1;no;33.33;5.66
hook shot;SLO1;G;0;1;no;0.85;7.2
above head;SLO1;G;0;1;no;21.85;5.9
layup;SLO1;G;0;0;dribble or cut;36.92;2.41
above head;SLO1;G;0;1;no;59.57;4.97
above head;SLO1;G;0;1;no;23.85;7.29
layup;SLO1;G;0;0;dribble or cut;2.5;1.23
above head;SLO1;G;0;1;no;14.86;1.88
above head;SLO1;G;0;1;no;32.93;7.49
above head;SLO1;G;0;0;no;0;2.03
above head;SLO1;G;0;0;dribble or cut;40.99;1.55
above head;SLO1;G;0;1;no;15.9;5.86
above head;SLO1;G;0;1;no;29.39;6.66
above head;SLO1;G;0;1;no;44.94;6.52
above head;SLO1;G;0;1;no;3.81;4.84
above head;SLO1;G;0;0;dribble or cut;23.97;2.64
hook shot;SLO1;G;0;1;no;27.22;2.23
above head;SLO1;G;0;0;dribble or cut;2.21;1.39
above head;SLO1;G;0;0;dribble or cut;2.16;2.84
layup;SLO1;G;0;0;dribble or cut;53.37;1.6
layup;SLO1;G;0;0;drive;46.7;2.65
above head;SLO1;G;0;1;no;50.62;7.28
above head;SLO1;G;0;1;no;40.39;7.69
other;SLO1;G;0;1;no;83.57;4.69
above head;SLO1;G;0;1;no;27.39;6.17
above head;SLO1;G;0;1;no;34.75;5.36
above head;SLO1;G;0;1;no;23.73;7.46
above head;SLO1;G;0;1;no;43.47;7.48
layup;SLO1;G;1;0;dribble or cut;51.78;1.02
above head;SLO1;G;0;1;no;34.75;8.18
layup;SLO1;G;1;0;dribble or cut;53.99;2.45
layup;SLO1;G;1;0;drive;61.23;1.65
above head;SLO1;G;0;1;no;18.02;5.2
other;SLO1;G;0;0;dribble or cut;36.85;3.75
hook shot;SLO1;G;0;1;no;75.89;0.06
above head;SLO1;G;0;1;no;19.14;5.23
above head;SLO1;G;0;1;no;40.21;7.39
above head;SLO1;G;0;1;no;86.02;4.46
above head;SLO1;G;0;0;dribble or cut;22.62;2.79
above head;SLO1;G;0;1;no;51.08;7.09
above head;SLO1;G;0;0;dribble or cut;72.1;1.18
above head;SLO1;G;0;1;no;24.48;7.5
above head;SLO1;F;0;1;no;34.69;0.38
above head;SLO1;F;0;1;no;64.28;0.71
above head;SLO1;F;0;1;no;48.38;2.01
above head;SLO1;F;0;1;no;87;4.88
above head;SLO1;F;0;1;no;1.17;2.63
above head;SLO1;F;0;1;no;70.78;1.76
above head;SLO1;G;0;1;no;85.25;6.99
above head;SLO1;G;0;1;no;28.17;7.38
above head;SLO1;G;0;1;no;72.41;7.08
above head;SLO1;G;0;1;no;15.79;8.27
layup;SLO1;G;1;0;dribble or cut;45.46;0.9
above head;SLO1;G;0;1;no;52.48;7.23
above head;SLO1;G;0;1;no;26.88;7.23
above head;SLO1;G;0;1;no;20.09;7.96
above head;SLO1;G;0;1;no;88.35;7.02
above head;SLO1;G;0;1;no;42.05;6.8
above head;SLO1;G;0;1;no;64.58;7.12
above head;SLO1;G;0;1;no;38.58;7.22
above head;SLO1;G;0;1;no;84.77;6.94
above head;SLO1;G;0;1;no;5.57;7.72
above head;SLO1;G;0;1;no;14.99;7.46
layup;SLO1;G;1;1;no;62.82;1.39
above head;SLO1;G;0;1;no;87.37;6.76
above head;SLO1;G;0;1;no;56.03;7.3
above head;SLO1;G;0;1;no;36.94;7.93
above head;SLO1;G;0;1;no;86.13;6.98
tip-in;SLO1;G;0;1;no;50.89;1.17
above head;SLO1;G;0;1;no;19.49;7.87
above head;SLO1;G;0;1;no;35.75;8.34
above head;SLO1;G;0;1;no;0.39;7.79
above head;SLO1;G;0;1;no;50.18;7.46
above head;SLO1;G;0;1;no;86.54;6.92
above head;SLO1;G;0;1;no;69.17;6.02
above head;SLO1;G;0;1;no;72.92;7.29
layup;SLO1;G;0;0;drive;19.28;1.3
above head;SLO1;G;0;1;no;1.28;7.2
above head;SLO1;G;0;1;no;1.66;3.7
above head;SLO1;G;0;1;no;68.24;0.98
above head;SLO1;G;0;1;no;70.35;7.17
above head;SLO1;G;0;1;no;69.65;7.08
above head;SLO1;G;0;1;no;66.79;7.34
other;SLO1;G;1;1;no;41.49;1.13
above head;SLO1;F;0;1;no;61.42;7.63
above head;SLO1;F;0;1;no;87.06;4.99
above head;SLO1;F;0;1;no;50.95;7.24
above head;SLO1;F;0;1;no;80.72;5.59
above head;SLO1;F;0;1;no;86.41;4.94
above head;SLO1;F;1;1;no;28.8;8.34
layup;SLO1;F;1;1;no;41.98;2.08
above head;SLO1;F;0;1;no;55.7;0.45
hook shot;SLO1;F;0;1;no;60.37;1.17
above head;SLO1;F;0;1;no;40.86;0.41
hook shot;SLO1;F;0;1;no;24.39;1.17
above head;SLO1;F;0;1;no;87.06;4.99
above head;SLO1;F;0;1;no;89.05;5.68
above head;SLO1;F;0;1;no;36.52;0.72
above head;SLO1;F;0;1;no;72.78;5.05
above head;SLO1;F;0;1;no;32.7;4.46
above head;SLO1;F;0;1;no;58.51;1.01
above head;SLO1;F;0;1;no;20.38;5.39
above head;SLO1;F;0;1;no;1.62;5.7
layup;SLO1;F;0;1;no;78.54;4.81
hook shot;SLO1;F;0;1;no;64.28;0.71
layup;SLO1;F;0;1;no;49.18;1.13
above head;SLO1;F;0;1;no;83.2;5.34
above head;SLO1;G;0;1;no;83.2;5.34
above head;SLO1;F;0;1;no;38.98;7.32
above head;SLO1;G;0;1;no;38.98;7.32
above head;SLO1;F;0;1;no;14.1;7.26
above head;SLO1;G;0;1;no;14.1;7.26
above head;SLO1;F;0;1;no;23.64;7.21
above head;SLO1;G;0;1;no;23.64;7.21
layup;SLO1;G;1;0;dribble or cut;7.81;1.18
other;SLO1;G;0;0;dribble or cut;89.37;3.7
layup;SLO1;G;0;0;dribble or cut;35.54;0.65
above head;SLO1;G;0;1;no;88.78;6.97
above head;SLO1;G;0;1;no;33.83;7.7
above head;SLO1;G;0;1;no;31.48;7.18
above head;SLO1;G;0;1;no;88.33;6.91
above head;SLO1;G;0;1;no;0.72;4.24
layup;SLO1;G;0;0;dribble or cut;56.51;1.93
above head;SLO1;G;0;1;no;0.38;8.17
layup;SLO1;G;0;0;dribble or cut;13.05;1.42
above head;SLO1;G;0;1;no;85.62;6.88
layup;SLO1;C;0;1;no;64.98;1.24
tip-in;SLO1;C;0;1;no;36.39;0.45
layup;SLO1;C;0;0;dribble or cut;65.41;1.65
above head;SLO1;C;0;1;no;60.37;1.17
layup;SLO1;C;0;0;dribble or cut;46.16;2.08
hook shot;SLO1;C;0;1;no;7.88;1.56
above head;SLO1;C;0;0;no;49.49;1.06
above head;SLO1;C;0;1;no;12.81;4.35
hook shot;SLO1;C;0;1;no;50.27;0.91
hook shot;SLO1;C;0;1;no;45.76;0.6
above head;SLO1;C;0;1;no;28.82;4.78
layup;SLO1;C;0;0;dribble or cut;40.97;0.98
layup;SLO1;C;1;0;dribble or cut;28.35;0.9
above head;SLO1;C;0;1;no;10.23;5.13
hook shot;SLO1;C;0;1;no;47.67;1.74
hook shot;SLO1;C;0;1;no;22.03;0.86
above head;SLO1;C;0;1;no;26.74;1.19
above head;SLO1;C;0;1;no;46.35;4.74
tip-in;SLO1;C;0;1;no;41.94;0.56
above head;SLO1;G;0;1;no;88.78;6.97
above head;SLO1;G;0;1;no;35.12;7.36
above head;SLO1;G;0;1;no;1.64;7.47
above head;SLO1;F;0;1;no;50.89;1.17
above head;SLO1;F;0;1;no;76.63;7.16
layup;SLO1;F;1;0;dribble or cut;43.68;1.4
hook shot;SLO1;F;0;1;no;46.32;0.37
above head;SLO1;F;0;1;no;85.32;2.47
above head;SLO1;F;0;1;no;66.8;6.53
above head;SLO1;F;0;1;no;32.68;7.34
above head;SLO1;F;0;1;no;46.14;7.21
above head;SLO1;F;0;1;no;0.42;7.36
tip-in;SLO1;F;0;1;no;17.75;1.23
above head;SLO1;F;0;1;no;59.62;0.93
above head;SLO1;F;0;1;no;88.6;6.06
hook shot;SLO1;F;0;1;no;65.81;1.94
layup;SLO1;F;0;0;drive;58.96;2.69
above head;SLO1;F;0;1;no;12.35;7.26
above head;SLO1;F;0;1;no;29.72;7.24
above head;SLO1;F;0;1;no;76.31;5.4
above head;SLO1;F;0;1;no;0.43;7.2
above head;SLO1;C;0;1;no;50.52;1.25
above head;SLO1;C;0;1;no;69.78;4.17
above head;SLO1;C;0;1;no;55.92;0.84
hook shot;SLO1;C;0;1;no;39.05;1.79
above head;SLO1;C;0;1;no;0;1.22
hook shot;SLO1;F;0;1;no;26.81;0.95
above head;SLO1;F;0;1;no;86.63;4.35
hook shot;SLO1;F;0;1;no;45.25;1.36
hook shot;SLO1;F;0;1;no;45.13;1.97
other;SLO1;F;0;1;no;24.15;1.05
above head;SLO1;F;0;1;no;58.51;1.01
above head;SLO1;F;0;1;no;21.46;6
above head;SLO1;F;0;1;no;67.88;7.11
above head;SLO1;F;1;1;no;46.4;7.4
above head;SLO1;F;0;1;no;6.14;7.51
above head;SLO1;F;0;1;no;13.89;7.36
above head;SLO1;F;0;1;no;29.91;1.29
above head;SLO1;F;0;1;no;45.49;7.74
above head;SLO1;F;0;1;no;88.33;6.91
layup;SLO1;F;1;1;no;57.86;1.39
above head;SLO1;F;0;1;no;27.63;7.28
layup;SLO1;F;1;0;dribble or cut;60.37;1.17
layup;SLO1;F;1;0;dribble or cut;52.2;1.56
layup;SLO1;G;0;0;drive;45.33;1.13
other;SLO1;G;0;0;dribble or cut;20.89;3.16
layup;SLO1;G;1;0;dribble or cut;58.51;1.01
above head;SLO1;G;0;1;no;86.1;6.93
above head;SLO1;G;0;1;no;80.98;5.75
above head;SLO1;G;0;1;no;72.12;7.15
other;SLO1;G;0;0;dribble or cut;54.52;3.22
above head;SLO1;G;0;1;no;74.65;3
layup;SLO1;G;0;0;dribble or cut;10.93;1.41
above head;SLO1;G;0;1;no;26.49;7.33
above head;SLO1;G;0;1;no;80.67;4.23
layup;SLO1;G;0;0;drive;48.46;1.36
above head;SLO1;G;0;0;dribble or cut;71.87;1.86
above head;SLO1;G;0;1;no;43.12;7.21
above head;SLO1;G;0;1;no;74.52;6
other;SLO1;G;0;0;no;3.48;1.77
above head;SLO1;G;0;1;no;15.45;7.64
above head;SLO1;G;0;1;no;89.41;6.54
above head;SLO1;G;0;1;no;0.79;7.79
layup;SLO1;G;0;0;dribble or cut;2.73;2.25
above head;SLO1;G;0;1;no;17.85;7.34
tip-in;SLO1;G;0;1;no;14.4;0.43
above head;SLO1;G;0;1;no;51.88;7.22
layup;SLO1;G;0;0;dribble or cut;47.44;1.89
layup;SLO1;G;1;0;dribble or cut;60.87;1.41
above head;SLO1;G;0;1;no;66.16;1.7
layup;SLO1;G;1;0;dribble or cut;38.52;0.95
above head;SLO1;G;0;1;no;23.81;7.17
above head;SLO1;G;0;1;no;23.47;7.26
above head;SLO1;G;0;1;no;37.42;7.85
above head;SLO1;G;0;0;dribble or cut;61.2;0.98
above head;SLO1;G;0;1;no;63.8;1.43
above head;SLO1;G;0;1;no;13.37;7.18
layup;SLO1;G;0;0;dribble or cut;45.96;2.46
above head;SLO1;G;1;0;dribble or cut;1.04;2.95
above head;SLO1;G;0;1;no;2.5;7.37
above head;SLO1;G;0;1;no;45.28;1.28
above head;SLO1;G;0;1;no;32.81;7.42
above head;SLO1;G;0;1;no;41.74;8.21
above head;SLO1;G;0;1;no;18;7.63
above head;SLO1;F;0;1;no;88.34;6.97
above head;SLO1;F;0;1;no;16.65;7.29
above head;SLO1;F;0;1;no;36.29;7.33
layup;SLO1;F;0;0;drive;66.84;2.16
hook shot;SLO1;F;0;1;no;82.16;2.27
layup;SLO1;F;1;0;dribble or cut;61.43;1.1
above head;SLO1;F;0;1;no;81.7;4.39
above head;SLO1;F;0;1;no;10.95;7.34
above head;SLO1;F;0;1;no;71.58;7.11
above head;SLO1;F;0;1;no;88.24;2.2
above head;SLO1;F;0;1;no;2.5;1.23
other;SLO1;F;0;0;dribble or cut;45.7;3.22
layup;SLO1;F;1;0;dribble or cut;34.69;0.38
above head;SLO1;F;0;1;no;83.71;5.28
above head;SLO1;F;0;1;no;68.16;2.42
above head;SLO1;F;0;1;no;54.2;3.57
layup;SLO1;F;0;1;no;83.31;0.81
layup;SLO1;F;0;0;drive;2.94;2.09
above head;SLO1;F;0;1;no;61.43;2.56
above head;SLO1;F;0;1;no;1.05;5.86
above head;SLO1;F;0;1;no;72.34;0.84
above head;SLO1;F;0;1;no;76.29;3.8
above head;SLO1;F;1;1;no;66.64;1.87
hook shot;SLO1;F;0;1;no;72.56;0.67
other;SLO1;F;0;1;no;45.11;2.12
hook shot;SLO1;G;0;1;no;52.99;0.34
above head;SLO1;G;0;1;no;84.77;6.94
above head;SLO1;G;0;1;no;40.08;5.82
other;SLO1;G;1;0;no;64.09;2.68
above head;SLO1;G;0;1;no;38.32;7.26
